ID,Grasp,Video,StartFrame,EndFrame,PIP,Subject,Duration,BigCategories,SmallCategories,Timestamp
7705,tripod,062.mp4,9550,9592,Precision,Machinist 2,1.68,circular,pre-circular,06:22.0
7947,light tool,065.mp4,13015,13206,Power,Machinist 2,7.64,pow-prismatic,pow-oblique,08:40.6
10106,thumb-4 finger,011.mp4,14094,14306,Precision,Machinist 2,8.5,pre-prismatic,pre-prismatic,09:23.8
7027,sphere-3 finger,054.mp4,6365,6919,Power,Machinist 2,22.16,circular,pow-circular,04:14.6
5610,lateral pinch,090.mp4,22825,22950,Intermediate,Machinist 1,5.0,int-lateral,int-lateral,0:15:13
6063,light tool,092.mp4,44285,44300,Power,Machinist 1,0.6,pow-prismatic,pow-oblique,29:31.4
9458,thumb-3 finger,080.mp4,3652,3691,Precision,Machinist 2,1.56,pre-prismatic,pre-prismatic,02:26.1
1342,lateral tripod,049.mp4,41550,41607,Intermediate,Housekeeper 1,2.28,int-lateral,int-lateral,0:27:42
2250,precision disk,142.mp4,2517,2547,Precision,Housekeeper 2,1.2,circular,pre-circular,01:40.7
6776,lateral pinch,097.mp4,2155,2445,Intermediate,Machinist 1,11.6,int-lateral,int-lateral,01:26.2
6736,light tool,096.mp4,33227,33260,Power,Machinist 1,1.32,pow-prismatic,pow-oblique,22:09.1
7646,tripod,062.mp4,120,205,Precision,Machinist 2,3.4,circular,pre-circular,00:04.8
9636,tripod,082.mp4,1775,1868,Precision,Machinist 2,3.72,circular,pre-circular,01:11.0
9772,lateral pinch,083.mp4,0,9,Intermediate,Machinist 2,0.36,int-lateral,int-lateral,00:00.0
6871,light tool,053.mp4,810,856,Power,Machinist 2,1.84,pow-prismatic,pow-oblique,00:32.4
7970,thumb-2 finger,066.mp4,257,321,Precision,Machinist 2,2.56,pre-prismatic,pre-prismatic,00:10.3
5151,light tool,088.mp4,7450,7525,Power,Machinist 1,3.0,pow-prismatic,pow-oblique,0:04:58
4109,medium wrap,179.mp4,740,1376,Power,Housekeeper 2,25.44,pow-prismatic,pow-cylindric,00:29.6
9993,precision disk,005.mp4,717,739,Precision,Machinist 2,0.9,circular,pre-circular,00:28.7
4487,lateral pinch,084.mp4,34225,34900,Intermediate,Machinist 1,27.0,int-lateral,int-lateral,0:22:49
5832,light tool,091.mp4,38662,39181,Power,Machinist 1,20.76,pow-prismatic,pow-oblique,25:46.5
8702,lateral tripod,073.mp4,450,480,Intermediate,Machinist 2,1.2,int-lateral,int-lateral,00:18.0
7808,lateral pinch,064.mp4,1295,1358,Intermediate,Machinist 2,2.52,int-lateral,int-lateral,00:51.8
5834,tripod,091.mp4,39407,39524,Precision,Machinist 1,4.69,circular,pre-circular,26:16.3
1727,precision disk,107.mp4,3325,3531,Precision,Housekeeper 1,8.24,circular,pre-circular,02:13.0
9928,thumb-index finger,003.mp4,3690,3835,Precision,Machinist 2,5.8,pre-prismatic,pre-pinch,02:27.6
9141,light tool,076.mp4,12290,12324,Power,Machinist 2,1.36,pow-prismatic,pow-oblique,08:11.6
6313,adduction,095.mp4,2637,2721,Intermediate,Machinist 1,3.36,pre-prismatic,pre-pinch,01:45.5
9384,thumb-2 finger,079.mp4,11235,11246,Precision,Machinist 2,0.44,pre-prismatic,pre-prismatic,07:29.4
1170,lateral tripod,048.mp4,35325,35371,Intermediate,Housekeeper 1,1.84,int-lateral,int-lateral,0:23:33
6427,sphere-3 finger,095.mp4,18310,18631,Power,Machinist 1,12.84,circular,pow-circular,12:12.4
9981,thumb-2 finger,004.mp4,12130,12200,Precision,Machinist 2,2.8,pre-prismatic,pre-prismatic,08:05.2
2661,lateral tripod,152.mp4,775,873,Intermediate,Housekeeper 2,3.92,int-lateral,int-lateral,00:31.0
7174,light tool,055.mp4,14437,14452,Power,Machinist 2,0.6,pow-prismatic,pow-oblique,09:37.5
1914,large diameter,111.mp4,9450,9633,Power,Housekeeper 1,7.32,pow-prismatic,pow-cylindric,06:18.0
8781,lateral tripod,073.mp4,4607,4650,Intermediate,Machinist 2,1.72,int-lateral,int-lateral,03:04.3
9021,inferior pincer,075.mp4,1590,2388,Precision,Machinist 2,31.92,pre-prismatic,pre-pinch,01:03.6
7238,lateral tripod,057.mp4,5115,5199,Intermediate,Machinist 2,3.36,int-lateral,int-lateral,03:24.6
10316,thumb-index finger,015.mp4,6487,6919,Precision,Machinist 2,17.3,pre-prismatic,pre-pinch,04:19.5
209,medium wrap,042.mp4,750,1350,Power,Housekeeper 1,24.0,pow-prismatic,pow-cylindric,0:00:30
881,medium wrap,045.mp4,32775,32850,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:21:51
5818,ring,091.mp4,33400,33818,Power,Machinist 1,16.72,pow-prismatic,pow-cylindric,22:16.0
8401,tripod,069.mp4,14262,14423,Precision,Machinist 2,6.44,circular,pre-circular,09:30.5
9810,thumb-4 finger,001.mp4,4085,4202,Precision,Machinist 2,4.7,pre-prismatic,pre-prismatic,02:43.4
4855,adducted thumb,086.mp4,35025,35125,Power,Machinist 1,4.0,pow-prismatic,pow-oblique,0:23:21
2993,power sphere,156.mp4,10782,10797,Power,Housekeeper 2,0.63,circular,pow-circular,07:11.3
8680,medium wrap,072.mp4,7427,7537,Power,Machinist 2,4.4,pow-prismatic,pow-cylindric,04:57.1
9422,tripod,080.mp4,475,518,Precision,Machinist 2,1.72,circular,pre-circular,00:19.0
6065,light tool,092.mp4,44380,44447,Power,Machinist 1,2.68,pow-prismatic,pow-oblique,29:35.2
9652,lateral tripod,082.mp4,3290,3311,Intermediate,Machinist 2,0.84,int-lateral,int-lateral,02:11.6
2855,medium wrap,154.mp4,4807,4916,Power,Housekeeper 2,4.36,pow-prismatic,pow-cylindric,03:12.3
7783,lateral pinch,063.mp4,5155,5874,Intermediate,Machinist 2,28.76,int-lateral,int-lateral,03:26.2
257,medium wrap,042.mp4,14375,14650,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:09:35
4689,thumb-3 finger,086.mp4,1275,1325,Precision,Machinist 1,2.0,pre-prismatic,pre-prismatic,0:00:51
9767,thumb-2 finger,082.mp4,13197,13279,Precision,Machinist 2,3.28,pre-prismatic,pre-prismatic,08:47.9
3395,medium wrap,162.mp4,7809,9078,Power,Housekeeper 2,50.76,pow-prismatic,pow-cylindric,05:12.4
5816,ring,091.mp4,32560,33214,Power,Machinist 1,26.16,pow-prismatic,pow-cylindric,21:42.4
6590,thumb-index finger,096.mp4,7900,7952,Precision,Machinist 1,2.08,pre-prismatic,pre-pinch,05:16.0
1009,precision disk,047.mp4,11400,11472,Precision,Housekeeper 1,2.88,circular,pre-circular,0:07:36
6473,tripod,095.mp4,25287,25392,Precision,Machinist 1,4.22,circular,pre-circular,16:51.5
7664,tripod,062.mp4,4505,4550,Precision,Machinist 2,1.8,circular,pre-circular,03:00.2
6838,medium wrap,098.mp4,17177,17434,Power,Machinist 1,10.3,pow-prismatic,pow-cylindric,11:27.1
10378,lateral pinch,016.mp4,4295,4312,Intermediate,Machinist 2,0.7,int-lateral,int-lateral,02:51.8
4194,lateral tripod,116.mp4,3052,3065,Intermediate,Housekeeper 2,0.52,int-lateral,int-lateral,02:02.1
10479,thumb-2 finger,018.mp4,225,240,Precision,Machinist 2,0.62,pre-prismatic,pre-prismatic,00:09.0
3935,thumb-index finger,176.mp4,5792,5837,Precision,Housekeeper 2,1.8,pre-prismatic,pre-pinch,03:51.7
5675,light tool,091.mp4,830,1078,Power,Machinist 1,9.92,pow-prismatic,pow-oblique,00:33.2
2604,lateral pinch,151.mp4,8337,8351,Intermediate,Housekeeper 2,0.56,int-lateral,int-lateral,05:33.5
5232,light tool,088.mp4,23975,24275,Power,Machinist 1,12.0,pow-prismatic,pow-oblique,0:15:59
8701,lateral tripod,073.mp4,434,448,Intermediate,Machinist 2,0.56,int-lateral,int-lateral,00:17.4
4656,light tool,085.mp4,34925,35075,Power,Machinist 1,6.0,pow-prismatic,pow-oblique,0:23:17
158,thumb-3 finger,041.mp4,30525,30850,Precision,Housekeeper 1,13.0,pre-prismatic,pre-prismatic,0:20:21
10405,lateral pinch,016.mp4,10185,10200,Intermediate,Machinist 2,0.6,int-lateral,int-lateral,06:47.4
2457,power sphere,149.mp4,11560,11591,Power,Housekeeper 2,1.26,circular,pow-circular,07:42.4
8899,lateral pinch,074.mp4,1105,1178,Intermediate,Machinist 2,2.94,int-lateral,int-lateral,00:44.2
4263,power sphere,117.mp4,4770,4795,Power,Housekeeper 2,1.0,circular,pow-circular,03:10.8
1857,medium wrap,110.mp4,2342,3447,Power,Housekeeper 1,44.2,pow-prismatic,pow-cylindric,01:33.7
10513,thumb-3 finger,020.mp4,3297,3424,Precision,Machinist 2,5.1,pre-prismatic,pre-prismatic,02:11.9
9481,small diameter,080.mp4,8405,8421,Power,Machinist 2,0.64,pow-prismatic,pow-cylindric,05:36.2
125,power sphere,041.mp4,18275,18600,Power,Housekeeper 1,13.0,circular,pow-circular,0:12:11
9338,lateral tripod,079.mp4,5512,5614,Intermediate,Machinist 2,4.08,int-lateral,int-lateral,03:40.5
10467,medium wrap,017.mp4,11680,11712,Power,Machinist 2,1.3,pow-prismatic,pow-cylindric,07:47.2
9974,medium wrap,004.mp4,8832,9539,Power,Machinist 2,28.3,pow-prismatic,pow-cylindric,05:53.3
539,lateral pinch,043.mp4,36975,37025,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:24:39
9226,thumb-2 finger,078.mp4,9765,9798,Precision,Machinist 2,1.32,pre-prismatic,pre-prismatic,06:30.6
769,index finger extension,044.mp4,39625,39725,Power,Housekeeper 1,4.0,pow-prismatic,pow-oblique,0:26:25
7203,lateral pinch,056.mp4,1830,1899,Intermediate,Machinist 2,2.76,int-lateral,int-lateral,01:13.2
9320,lateral tripod,079.mp4,4090,4181,Intermediate,Machinist 2,3.64,int-lateral,int-lateral,02:43.6
10016,thumb-2 finger,007.mp4,1570,1675,Precision,Machinist 2,4.2,pre-prismatic,pre-prismatic,01:02.8
3550,adducted thumb,167.mp4,6722,6765,Power,Housekeeper 2,1.72,pow-prismatic,pow-oblique,04:28.9
8886,tripod,073.mp4,12270,12293,Precision,Machinist 2,0.92,circular,pre-circular,08:10.8
9645,thumb-3 finger,082.mp4,2360,2528,Precision,Machinist 2,6.72,pre-prismatic,pre-prismatic,01:34.4
6550,ring,095.mp4,43400,43485,Power,Machinist 1,3.43,pow-prismatic,pow-cylindric,28:56.0
640,thumb-index finger,044.mp4,10275,10300,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:06:51
9574,thumb-2 finger,081.mp4,5955,6050,Precision,Machinist 2,3.8,pre-prismatic,pre-prismatic,03:58.2
6177,light tool,093.mp4,28482,28505,Power,Machinist 1,0.92,pow-prismatic,pow-oblique,18:59.3
1756,power sphere,108.mp4,2882,2913,Power,Housekeeper 1,1.24,circular,pow-circular,01:55.3
7430,medium wrap,059.mp4,8207,8438,Power,Machinist 2,9.24,pow-prismatic,pow-cylindric,05:28.3
9882,thumb-2 finger,002.mp4,9590,9672,Precision,Machinist 2,3.3,pre-prismatic,pre-prismatic,06:23.6
3014,lateral pinch,157.mp4,1810,1978,Intermediate,Housekeeper 2,6.72,int-lateral,int-lateral,01:12.4
7424,adduction,059.mp4,7730,7809,Intermediate,Machinist 2,3.16,pre-prismatic,pre-pinch,05:09.2
1818,large diameter,109.mp4,7290,7333,Power,Housekeeper 1,1.72,pow-prismatic,pow-cylindric,04:51.6
9426,ring,080.mp4,640,683,Power,Machinist 2,1.72,pow-prismatic,pow-cylindric,00:25.6
7516,light tool,060.mp4,4912,4939,Power,Machinist 2,1.1,pow-prismatic,pow-oblique,03:16.5
6021,light tool,092.mp4,36157,36169,Power,Machinist 1,0.48,pow-prismatic,pow-oblique,24:06.3
3352,lateral tripod,161.mp4,12935,13004,Intermediate,Housekeeper 2,2.79,int-lateral,int-lateral,08:37.4
6367,tripod,095.mp4,8635,8655,Precision,Machinist 1,0.8,circular,pre-circular,05:45.4
96,medium wrap,041.mp4,12250,12325,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:08:10
2479,lateral tripod,150.mp4,275,341,Intermediate,Housekeeper 2,2.67,int-lateral,int-lateral,00:11.0
2972,power sphere,156.mp4,8242,8265,Power,Housekeeper 2,0.92,circular,pow-circular,05:29.7
8765,thumb-3 finger,073.mp4,3554,3619,Precision,Machinist 2,2.6,pre-prismatic,pre-prismatic,02:22.2
7708,lateral pinch,062.mp4,9715,9752,Intermediate,Machinist 2,1.48,int-lateral,int-lateral,06:28.6
2837,power sphere,154.mp4,135,409,Power,Housekeeper 2,10.96,circular,pow-circular,00:05.4
5978,light tool,092.mp4,28717,28783,Power,Machinist 1,2.64,pow-prismatic,pow-oblique,19:08.7
1099,index finger extension,048.mp4,12550,12909,Power,Housekeeper 1,14.36,pow-prismatic,pow-oblique,0:08:22
148,index finger extension,041.mp4,26875,27025,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:17:55
7504,thumb-2 finger,060.mp4,4257,4276,Precision,Machinist 2,0.76,pre-prismatic,pre-prismatic,02:50.3
6631,ring,096.mp4,13585,13649,Power,Machinist 1,2.56,pow-prismatic,pow-cylindric,09:03.4
3231,large diameter,159.mp4,11242,11296,Power,Housekeeper 2,2.16,pow-prismatic,pow-cylindric,07:29.7
5125,thumb-index finger,088.mp4,2600,2700,Precision,Machinist 1,4.0,pre-prismatic,pre-pinch,0:01:44
1282,power sphere,049.mp4,19100,19492,Power,Housekeeper 1,15.68,circular,pow-circular,0:12:44
5456,lateral pinch,089.mp4,31300,31350,Intermediate,Machinist 1,2.0,int-lateral,int-lateral,0:20:52
10017,thumb-index finger,007.mp4,1732,1764,Precision,Machinist 2,1.3,pre-prismatic,pre-pinch,01:09.3
6633,thumb-index finger,096.mp4,13675,13919,Precision,Machinist 1,9.76,pre-prismatic,pre-pinch,09:07.0
610,large diameter,044.mp4,6950,7050,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:04:38
7278,adduction,057.mp4,9827,9888,Intermediate,Machinist 2,2.44,pre-prismatic,pre-pinch,06:33.1
4600,medium wrap,085.mp4,21100,21425,Power,Machinist 1,13.0,pow-prismatic,pow-cylindric,0:14:04
6223,light tool,093.mp4,44190,44309,Power,Machinist 1,4.76,pow-prismatic,pow-oblique,29:27.6
8050,lateral pinch,066.mp4,13969,14040,Intermediate,Machinist 2,2.84,int-lateral,int-lateral,09:18.8
7786,lateral pinch,063.mp4,7445,7486,Intermediate,Machinist 2,1.64,int-lateral,int-lateral,04:57.8
6614,medium wrap,096.mp4,10732,10930,Power,Machinist 1,7.92,pow-prismatic,pow-cylindric,07:09.3
6578,light tool,096.mp4,6607,6691,Power,Machinist 1,3.36,pow-prismatic,pow-oblique,04:24.3
9395,lateral tripod,079.mp4,12082,12367,Intermediate,Machinist 2,11.4,int-lateral,int-lateral,08:03.3
8671,tripod,072.mp4,6302,6318,Precision,Machinist 2,0.64,circular,pre-circular,04:12.1
2512,lateral tripod,150.mp4,3602,4105,Intermediate,Housekeeper 2,20.15,int-lateral,int-lateral,02:24.1
4147,small diameter,179.mp4,6662,6691,Power,Housekeeper 2,1.16,pow-prismatic,pow-cylindric,04:26.5
2339,thumb-2 finger,145.mp4,2637,2844,Precision,Housekeeper 2,8.3,pre-prismatic,pre-prismatic,01:45.5
212,medium wrap,042.mp4,1675,2750,Power,Housekeeper 1,43.0,pow-prismatic,pow-cylindric,0:01:07
5778,ring,091.mp4,20922,21271,Power,Machinist 1,13.96,pow-prismatic,pow-cylindric,13:56.9
861,precision disk,045.mp4,22800,22950,Precision,Housekeeper 1,6.0,circular,pre-circular,0:15:12
6422,power sphere,095.mp4,17520,17628,Power,Machinist 1,4.32,circular,pow-circular,11:40.8
7856,tripod,064.mp4,8600,8634,Precision,Machinist 2,1.36,circular,pre-circular,05:44.0
2213,small diameter,141.mp4,250,367,Power,Housekeeper 2,4.7,pow-prismatic,pow-cylindric,00:10.0
5886,large diameter,092.mp4,8865,8935,Power,Machinist 1,2.8,pow-prismatic,pow-cylindric,05:54.6
9217,precision disk,078.mp4,7020,7036,Precision,Machinist 2,0.64,circular,pre-circular,04:40.8
689,ring,044.mp4,22850,22875,Power,Housekeeper 1,1.0,pow-prismatic,pow-cylindric,0:15:14
9879,lateral tripod,002.mp4,8422,9057,Intermediate,Machinist 2,25.4,int-lateral,int-lateral,05:36.9
8435,thumb-2 finger,070.mp4,1310,1333,Precision,Machinist 2,0.92,pre-prismatic,pre-prismatic,00:52.4
132,medium wrap,041.mp4,21775,22775,Power,Housekeeper 1,40.0,pow-prismatic,pow-cylindric,0:14:31
3399,medium wrap,162.mp4,9570,12537,Power,Housekeeper 2,118.68,pow-prismatic,pow-cylindric,06:22.8
3529,medium wrap,166.mp4,14135,14632,Power,Housekeeper 2,19.88,pow-prismatic,pow-cylindric,09:25.4
9408,tripod,079.mp4,13452,13480,Precision,Machinist 2,1.12,circular,pre-circular,08:58.1
3818,medium wrap,173.mp4,14655,14861,Power,Housekeeper 2,8.24,pow-prismatic,pow-cylindric,09:46.2
2284,precision disk,143.mp4,7795,7827,Precision,Housekeeper 2,1.3,circular,pre-circular,05:11.8
9665,adduction,082.mp4,4042,4059,Intermediate,Machinist 2,0.68,pre-prismatic,pre-pinch,02:41.7
9990,lateral pinch,005.mp4,390,516,Intermediate,Machinist 2,5.04,int-lateral,int-lateral,00:15.6
146,medium wrap,041.mp4,26650,26700,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:17:46
7710,ring,062.mp4,10055,10109,Power,Machinist 2,2.16,pow-prismatic,pow-cylindric,06:42.2
10139,lateral pinch,012.mp4,6900,7178,Intermediate,Machinist 2,11.12,int-lateral,int-lateral,04:36.0
2794,lateral tripod,153.mp4,5407,5442,Intermediate,Housekeeper 2,1.4,int-lateral,int-lateral,03:36.3
70,precision disk,041.mp4,5925,5975,Precision,Housekeeper 1,2.0,circular,pre-circular,0:03:57
1451,large diameter,051.mp4,15075,15097,Power,Housekeeper 1,0.88,pow-prismatic,pow-cylindric,0:10:03
5923,tripod,092.mp4,16647,16763,Precision,Machinist 1,4.64,circular,pre-circular,11:05.9
2665,power sphere,152.mp4,1005,1015,Power,Housekeeper 2,0.4,circular,pow-circular,00:40.2
725,medium wrap,044.mp4,32900,33000,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:21:56
6831,tripod,098.mp4,16252,16417,Precision,Machinist 1,6.6,circular,pre-circular,10:50.1
791,thumb-index finger,045.mp4,2300,2475,Precision,Housekeeper 1,7.0,pre-prismatic,pre-pinch,0:01:32
6784,power sphere,098.mp4,570,602,Power,Machinist 1,1.3,circular,pow-circular,00:22.8
4294,lateral tripod,117.mp4,9270,9280,Intermediate,Housekeeper 2,0.4,int-lateral,int-lateral,06:10.8
8297,thumb-3 finger,069.mp4,5390,5403,Precision,Machinist 2,0.52,pre-prismatic,pre-prismatic,03:35.6
8088,inferior pincer,067.mp4,4375,4393,Precision,Machinist 2,0.72,pre-prismatic,pre-pinch,02:55.0
3795,power sphere,173.mp4,2602,2791,Power,Housekeeper 2,7.56,circular,pow-circular,01:44.1
5401,thumb-index finger,089.mp4,8400,8450,Precision,Machinist 1,2.0,pre-prismatic,pre-pinch,0:05:36
2000,medium wrap,111.mp4,27700,27913,Power,Housekeeper 1,8.52,pow-prismatic,pow-cylindric,18:28.0
7276,medium wrap,057.mp4,9690,9704,Power,Machinist 2,0.56,pow-prismatic,pow-cylindric,06:27.6
2839,medium wrap,154.mp4,480,1848,Power,Housekeeper 2,54.72,pow-prismatic,pow-cylindric,00:19.2
1837,precision disk,109.mp4,8922,9067,Precision,Housekeeper 1,5.8,circular,pre-circular,05:56.9
3315,lateral pinch,161.mp4,5157,5307,Intermediate,Housekeeper 2,6.0,int-lateral,int-lateral,03:26.3
3216,light tool,159.mp4,9855,9962,Power,Housekeeper 2,4.28,pow-prismatic,pow-oblique,06:34.2
4703,thumb-4 finger,086.mp4,3250,3300,Precision,Machinist 1,2.0,pre-prismatic,pre-prismatic,0:02:10
9067,thumb-2 finger,076.mp4,635,972,Precision,Machinist 2,13.48,pre-prismatic,pre-prismatic,00:25.4
7999,thumb-3 finger,066.mp4,5885,5901,Precision,Machinist 2,0.64,pre-prismatic,pre-prismatic,03:55.4
8098,tripod,067.mp4,5902,6071,Precision,Machinist 2,6.76,circular,pre-circular,03:56.1
530,large diameter,043.mp4,34975,35100,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:23:19
534,sphere-3 finger,043.mp4,36025,36050,Power,Housekeeper 1,1.0,circular,pow-circular,0:24:01
738,precision disk,044.mp4,33950,34150,Precision,Housekeeper 1,8.0,circular,pre-circular,0:22:38
4494,medium wrap,084.mp4,36600,36775,Power,Machinist 1,7.0,pow-prismatic,pow-cylindric,0:24:24
646,precision disk,044.mp4,10850,11625,Precision,Housekeeper 1,31.0,circular,pre-circular,0:07:14
2038,thumb-4 finger,112.mp4,8780,8850,Precision,Housekeeper 1,2.8,pre-prismatic,pre-prismatic,05:51.2
8351,thumb-4 finger,069.mp4,9320,9328,Precision,Machinist 2,0.32,pre-prismatic,pre-prismatic,06:12.8
6237,medium wrap,094.mp4,5980,7226,Power,Machinist 1,49.84,pow-prismatic,pow-cylindric,03:59.2
8608,adduction,071.mp4,6287,6333,Intermediate,Machinist 2,1.87,pre-prismatic,pre-pinch,04:11.5
5869,power sphere,092.mp4,4637,4680,Power,Machinist 1,1.72,circular,pow-circular,03:05.5
4428,thumb-3 finger,084.mp4,12275,12725,Precision,Machinist 1,18.0,pre-prismatic,pre-prismatic,0:08:11
2553,lateral tripod,150.mp4,14769,14833,Intermediate,Housekeeper 2,2.56,int-lateral,int-lateral,09:50.8
5078,thumb-4 finger,087.mp4,39550,39575,Precision,Machinist 1,1.0,pre-prismatic,pre-prismatic,0:26:22
6915,lateral tripod,053.mp4,4745,4794,Intermediate,Machinist 2,1.96,int-lateral,int-lateral,03:09.8
7042,thumb-4 finger,054.mp4,8730,8847,Precision,Machinist 2,4.71,pre-prismatic,pre-prismatic,05:49.2
1454,precision disk,051.mp4,15425,15778,Precision,Housekeeper 1,14.12,circular,pre-circular,0:10:17
7487,tripod,060.mp4,2225,2236,Precision,Machinist 2,0.44,circular,pre-circular,01:29.0
1626,large diameter,052.mp4,11475,11520,Power,Housekeeper 1,1.8,pow-prismatic,pow-cylindric,0:07:39
8460,tripod,070.mp4,3137,3148,Precision,Machinist 2,0.44,circular,pre-circular,02:05.5
6163,thumb-2 finger,093.mp4,26017,26081,Precision,Machinist 1,2.56,pre-prismatic,pre-prismatic,17:20.7
7212,sphere-3 finger,057.mp4,770,782,Power,Machinist 2,0.48,circular,pow-circular,00:30.8
1654,power sphere,106.mp4,4407,4440,Power,Housekeeper 1,1.32,circular,pow-circular,02:56.3
6339,ring,095.mp4,5705,5863,Power,Machinist 1,6.33,pow-prismatic,pow-cylindric,03:48.2
10185,lateral pinch,013.mp4,2680,3225,Intermediate,Machinist 2,21.8,int-lateral,int-lateral,01:47.2
1429,power sphere,051.mp4,12925,12958,Power,Housekeeper 1,1.32,circular,pow-circular,0:08:37
4574,medium wrap,085.mp4,15475,15650,Power,Machinist 1,7.0,pow-prismatic,pow-cylindric,0:10:19
3430,adducted thumb,164.mp4,919,973,Power,Housekeeper 2,2.16,pow-prismatic,pow-oblique,00:36.8
9299,lateral tripod,079.mp4,2075,2100,Intermediate,Machinist 2,1.0,int-lateral,int-lateral,01:23.0
2410,sphere-4 finger,149.mp4,5277,5350,Power,Housekeeper 2,2.92,circular,pow-circular,03:31.1
6575,light tool,096.mp4,6135,6196,Power,Machinist 1,2.44,pow-prismatic,pow-oblique,04:05.4
2530,precision disk,150.mp4,10762,10879,Precision,Housekeeper 2,4.68,circular,pre-circular,07:10.5
9787,thumb-2 finger,083.mp4,2942,3082,Precision,Machinist 2,5.6,pre-prismatic,pre-prismatic,01:57.7
3122,thumb-4 finger,158.mp4,3522,3580,Precision,Housekeeper 2,2.32,pre-prismatic,pre-prismatic,02:20.9
8153,lateral tripod,068.mp4,4247,4263,Intermediate,Machinist 2,0.64,int-lateral,int-lateral,02:49.9
162,thumb-index finger,041.mp4,31825,31850,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:21:13
3150,tripod,158.mp4,7175,7205,Precision,Housekeeper 2,1.2,circular,pre-circular,04:47.0
7426,adduction,059.mp4,7890,7919,Intermediate,Machinist 2,1.16,pre-prismatic,pre-pinch,05:15.6
2231,medium wrap,141.mp4,4715,4750,Power,Housekeeper 2,1.4,pow-prismatic,pow-cylindric,03:08.6
4421,medium wrap,084.mp4,9075,9375,Power,Machinist 1,12.0,pow-prismatic,pow-cylindric,0:06:03
2419,precision disk,149.mp4,6405,6426,Precision,Housekeeper 2,0.84,circular,pre-circular,04:16.2
4691,thumb-3 finger,086.mp4,1800,1875,Precision,Machinist 1,3.0,pre-prismatic,pre-prismatic,0:01:12
9891,thumb-2 finger,002.mp4,11540,11550,Precision,Machinist 2,0.4,pre-prismatic,pre-prismatic,07:41.6
6141,thumb-index finger,093.mp4,20775,20884,Precision,Machinist 1,4.36,pre-prismatic,pre-pinch,13:51.0
2618,power sphere,151.mp4,9812,9833,Power,Housekeeper 2,0.84,circular,pow-circular,06:32.5
9027,thumb-2 finger,075.mp4,2500,2621,Precision,Machinist 2,4.84,pre-prismatic,pre-prismatic,01:40.0
4529,ring,085.mp4,3700,3825,Power,Machinist 1,5.0,pow-prismatic,pow-cylindric,0:02:28
921,precision disk,178.mp4,10450,11100,Precision,Housekeeper 1,26.0,circular,pre-circular,0:06:58
7583,light tool,060.mp4,13042,13096,Power,Machinist 2,2.16,pow-prismatic,pow-oblique,08:41.7
8555,precision disk,071.mp4,872,901,Precision,Machinist 2,1.16,circular,pre-circular,00:34.9
7325,index finger extension,058.mp4,3302,3451,Power,Machinist 2,5.96,pow-prismatic,pow-oblique,02:12.1
8923,thumb-2 finger,074.mp4,3940,4246,Precision,Machinist 2,12.24,pre-prismatic,pre-prismatic,02:37.6
5480,precision disk,089.mp4,39200,39275,Precision,Machinist 1,3.0,circular,pre-circular,0:26:08
8978,lateral tripod,074.mp4,7980,7991,Intermediate,Machinist 2,0.44,int-lateral,int-lateral,05:19.2
5184,thumb-index finger,088.mp4,14375,14425,Precision,Machinist 1,2.0,pre-prismatic,pre-pinch,0:09:35
8508,lateral tripod,070.mp4,7940,7949,Intermediate,Machinist 2,0.36,int-lateral,int-lateral,05:17.6
1904,medium wrap,111.mp4,5900,5911,Power,Housekeeper 1,0.44,pow-prismatic,pow-cylindric,03:56.0
5964,light tool,092.mp4,26470,26524,Power,Machinist 1,2.16,pow-prismatic,pow-oblique,17:38.8
5531,lateral pinch,090.mp4,4525,5175,Intermediate,Machinist 1,26.0,int-lateral,int-lateral,0:03:01
6400,tripod,095.mp4,12944,12960,Precision,Machinist 1,0.64,circular,pre-circular,08:37.8
1945,power sphere,111.mp4,16005,16336,Power,Housekeeper 1,13.24,circular,pow-circular,10:40.2
7770,tripod,063.mp4,3965,4020,Precision,Machinist 2,2.2,circular,pre-circular,02:38.6
5691,thumb-index finger,091.mp4,3720,3740,Precision,Machinist 1,0.8,pre-prismatic,pre-pinch,02:28.8
3023,medium wrap,157.mp4,3047,3473,Power,Housekeeper 2,17.04,pow-prismatic,pow-cylindric,02:01.9
188,thumb-2 finger,041.mp4,39450,39500,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:26:18
7477,adduction,060.mp4,202,284,Intermediate,Machinist 2,3.28,pre-prismatic,pre-pinch,00:08.1
2238,medium wrap,141.mp4,10270,12282,Power,Housekeeper 2,80.5,pow-prismatic,pow-cylindric,06:50.8
