ID,Subject,Grasp,ADL,Video,StartFrame,EndFrame,OppType,PIP,VirtualFingers,Thumb,Duration,depthStart,depthEnd,SequenceNum
Grasp01909,subject 13,fixed hook,cooking,subject_13_gopro_seg_1.avi,1858,1940,Palm,Power,2-5,Add,2.73,1857,1940,1
Grasp01910,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.avi,1941,1997,Pad,Precision,2-5,Abd,1.87,1941,1997,2
Grasp01911,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.avi,2227,2243,Pad,Precision,2-5,Abd,0.53,2227,2244,0
Grasp01912,subject 13,fixed hook,cooking,subject_13_gopro_seg_1.avi,2244,3832,Palm,Power,2-5,Add,52.93,2245,3831,1
Grasp01913,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.avi,3833,3897,Palm,Power,2-5,Add,2.13,3832,3896,2
Grasp01914,subject 13,fixed hook,cooking,subject_13_gopro_seg_1.avi,3898,4019,Palm,Power,2-5,Add,4.03,3897,4018,3
Grasp01915,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.avi,4020,4079,Palm,Power,2-5,Add,1.97,4019,4076,4
Grasp01916,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.avi,4080,4094,Pad,Precision,2-5,Abd,0.47,4077,4091,5
Grasp01917,subject 13,prismatic 3 finger,cooking,subject_13_gopro_seg_1.avi,4103,4144,Pad,Precision,2-4,Abd,1.37,4100,4141,0
Grasp01918,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.avi,4225,4469,Pad,Precision,2-5,Abd,8.13,4222,4466,0
Grasp01919,subject 13,push,cooking,subject_13_gopro_seg_1.avi,4493,4509,NoGrip,NoGrip,NoGrip,NoGrip,0.53,4490,4506,0
Grasp01920,subject 13,extension type,cooking,subject_13_gopro_seg_1.avi,4662,4754,Pad,Power,2-4,Abd,3.07,4659,4751,0
Grasp01921,subject 13,writing tripod,cooking,subject_13_gopro_seg_1.avi,4825,4867,Side,Precision,3,Abd,1.4,4822,4864,0
Grasp01922,subject 13,extension type,cooking,subject_13_gopro_seg_1.avi,4877,5012,Pad,Power,2-4,Abd,4.5,4874,5009,0
Grasp01923,subject 13,push,cooking,subject_13_gopro_seg_1.avi,5036,5054,NoGrip,NoGrip,NoGrip,NoGrip,0.6,5033,5051,0
Grasp01924,subject 13,precision sphere,cooking,subject_13_gopro_seg_1.avi,5267,5319,Pad,Precision,2-5,Abd,1.73,5265,5317,0
Grasp01925,subject 13,sphere 4 finger,cooking,subject_13_gopro_seg_1.avi,5329,5416,Pad,Power,2,Abd,2.9,5327,5413,0
Grasp01926,subject 13,large diameter,cooking,subject_13_gopro_seg_1.avi,5434,5483,Palm,Power,2-5,Abd,1.63,5431,5480,0
Grasp01927,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,5495,5575,Pad,Precision,2-3,Abd,2.67,5492,5572,0
Grasp01928,subject 13,inferior pincer,cooking,subject_13_gopro_seg_1.avi,5586,5613,Pad,Precision,2,Abd,0.9,5583,5610,0
Grasp01929,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.avi,6261,6276,Pad,Precision,2-5,Abd,0.5,6236,6251,0
Grasp01930,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.avi,6277,6378,Palm,Power,2-5,Add,3.37,6252,6353,1
Grasp01931,subject 13,power sphere,cooking,subject_13_gopro_seg_1.avi,6381,6515,Palm,Power,2-5,Abd,4.47,6356,6484,0
Grasp01932,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.avi,6527,6541,Pad,Precision,2-5,Abd,0.47,6496,6510,0
Grasp01933,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.avi,6542,6605,Palm,Power,2-5,Add,2.1,6511,6574,1
Grasp01934,subject 13,fixed hook,cooking,subject_13_gopro_seg_1.avi,6606,11263,Palm,Power,2-5,Add,155.23,6575,11206,2
Grasp01935,subject 13,fixed hook,cooking,subject_13_gopro_seg_1.avi,11289,12034,Palm,Power,2-5,Add,24.83,11232,11977,0
Grasp01936,subject 13,lateral,cooking,subject_13_gopro_seg_1.avi,12163,12238,Side,Intermediate,2-5,Add,2.5,12106,12181,0
Grasp01937,subject 13,precision sphere,cooking,subject_13_gopro_seg_1.avi,12247,12268,Pad,Precision,2-5,Abd,0.7,12190,12211,0
Grasp01938,subject 13,precision sphere,cooking,subject_13_gopro_seg_1.avi,12278,12295,Pad,Precision,2-5,Abd,0.57,12221,12238,0
Grasp01939,subject 13,quadpod,cooking,subject_13_gopro_seg_1.avi,12302,12327,Pad,Precision,2-4,Abd,0.83,12245,12270,0
Grasp01940,subject 13,extension type,cooking,subject_13_gopro_seg_1.avi,12342,12426,Pad,Power,2-4,Abd,2.8,12285,12369,0
Grasp01941,subject 13,palmar pinch,cooking,subject_13_gopro_seg_1.avi,12463,12514,Pad,Precision,2,Abd,1.7,12406,12457,0
Grasp01942,subject 13,precision sphere,cooking,subject_13_gopro_seg_1.avi,12527,12573,Pad,Precision,2-5,Abd,1.53,12470,12516,0
Grasp01943,subject 13,precision sphere,cooking,subject_13_gopro_seg_1.avi,12591,12652,Pad,Precision,2-5,Abd,2.03,12534,12590,0
Grasp01944,subject 13,power sphere,cooking,subject_13_gopro_seg_1.avi,12665,12740,Palm,Power,2-5,Abd,2.5,12603,12678,0
Grasp01945,subject 13,power sphere,cooking,subject_13_gopro_seg_1.avi,12775,12888,Palm,Power,2-5,Abd,3.77,12711,12821,0
Grasp01946,subject 13,precision sphere,cooking,subject_13_gopro_seg_1.avi,12993,13018,Pad,Precision,2-5,Abd,0.83,12926,12948,0
Grasp01947,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,13038,13061,Pad,Precision,2-3,Abd,0.77,12968,12991,0
Grasp01948,subject 13,precision sphere,cooking,subject_13_gopro_seg_1.avi,13077,13108,Pad,Precision,2-5,Abd,1.03,13007,13038,0
Grasp01949,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,13121,13163,Pad,Precision,2-3,Abd,1.4,13049,13091,0
Grasp01950,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,13172,13204,Pad,Precision,2-3,Abd,1.07,13100,13133,0
Grasp01951,subject 13,palmar,cooking,subject_13_gopro_seg_1.avi,13214,13357,Palm,Power,2-5,Add,4.77,13143,13286,0
Grasp01952,subject 13,writing tripod,cooking,subject_13_gopro_seg_1.avi,13482,13514,Side,Precision,3,Abd,1.07,13411,13443,0
Grasp01953,subject 13,extension type,cooking,subject_13_gopro_seg_1.avi,13743,13955,Pad,Power,2-4,Abd,7.07,13668,13880,0
Grasp01954,subject 13,push,cooking,subject_13_gopro_seg_1.avi,13975,14026,NoGrip,NoGrip,NoGrip,NoGrip,1.7,13900,13951,0
Grasp01955,subject 13,lateral,cooking,subject_13_gopro_seg_1.avi,14049,14097,Side,Intermediate,2-5,Add,1.6,13974,14022,0
Grasp01956,subject 13,writing tripod,cooking,subject_13_gopro_seg_1.avi,14106,14135,Side,Precision,3,Abd,0.97,14031,14060,0
Grasp01957,subject 13,prismatic 2 finger,cooking,subject_13_gopro_seg_1.avi,14185,14262,Pad,Precision,2-3,Abd,2.57,14110,14186,0
Grasp01958,subject 13,push,cooking,subject_13_gopro_seg_1.avi,14435,14449,NoGrip,NoGrip,NoGrip,NoGrip,0.47,14359,14373,0
Grasp01959,subject 13,quadpod,cooking,subject_13_gopro_seg_1.avi,14524,14593,Pad,Precision,2-4,Abd,2.3,14448,14517,0
Grasp01960,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.avi,14624,14635,Pad,Precision,2-5,Abd,0.37,14548,14559,0
Grasp01961,subject 13,fixed hook,cooking,subject_13_gopro_seg_1.avi,14637,15235,Palm,Power,2-5,Add,19.93,14561,15159,1
Grasp01962,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.avi,15236,15361,Palm,Power,2-5,Add,4.17,15160,15285,2
Grasp01963,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,15361,15705,Pad,Precision,2-3,Abd,11.47,15285,15629,3
Grasp01964,subject 13,stick,cooking,subject_13_gopro_seg_1.avi,15710,15754,Side,Intermediate,2,Add,1.47,15635,15679,4
Grasp01965,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,15754,15802,Pad,Precision,2-3,Abd,1.6,15679,15727,5
Grasp01966,subject 13,stick,cooking,subject_13_gopro_seg_1.avi,15804,15833,Side,Intermediate,2,Add,0.97,15729,15758,6
Grasp01967,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,15839,15889,Pad,Precision,2-3,Abd,1.67,15764,15814,7
Grasp01968,subject 13,fixed hook,cooking,subject_13_gopro_seg_1.avi,15889,16121,Palm,Power,2-5,Add,7.73,15814,16046,8
Grasp01969,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.avi,16122,16179,Palm,Power,2-5,Add,1.9,16047,16104,9
Grasp01970,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.avi,16180,16205,Pad,Precision,2-5,Abd,0.83,16105,16130,10
Grasp01971,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,16219,16353,Pad,Precision,2-3,Abd,4.47,16144,16279,0
Grasp01972,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,16366,16435,Pad,Precision,2-3,Abd,2.3,16292,16361,0
Grasp01973,subject 13,writing tripod,cooking,subject_13_gopro_seg_1.avi,16572,16613,Side,Precision,3,Abd,1.37,16498,16539,0
Grasp01974,subject 13,quadpod,cooking,subject_13_gopro_seg_1.avi,16669,16769,Pad,Precision,2-4,Abd,3.33,16595,16695,0
Grasp01975,subject 13,extension type,cooking,subject_13_gopro_seg_1.avi,16925,17003,Pad,Power,2-4,Abd,2.6,16851,16929,0
Grasp01976,subject 13,tripod,cooking,subject_13_gopro_seg_1.avi,17011,17027,Pad,Precision,2-3,Abd,0.53,16937,16953,0
Grasp01977,subject 13,quadpod,cooking,subject_13_gopro_seg_1.avi,17119,17150,Pad,Precision,2-4,Abd,1.03,17045,17076,1
Grasp01978,subject 13,quadpod,cooking,subject_13_gopro_seg_1.avi,17158,17193,Pad,Precision,2-4,Abd,1.17,17084,17119,0
Grasp01979,subject 13,sphere 4 finger,cooking,subject_13_gopro_seg_1.avi,17323,17412,Pad,Power,2,Abd,2.97,17250,17339,0
Grasp01980,subject 13,precision sphere,cooking,subject_13_gopro_seg_1.avi,17422,17434,Pad,Precision,2-5,Abd,0.4,17349,17361,0
Grasp01981,subject 13,power sphere,cooking,subject_13_gopro_seg_1.avi,17435,18010,Palm,Power,2-5,Abd,19.17,17362,17669,1
Grasp01982,subject 13,writing tripod,cooking,subject_13_gopro_seg_2.avi,112,160,Side,Precision,3,Abd,1.6,112,158,0
Grasp01983,subject 13,tripod,cooking,subject_13_gopro_seg_2.avi,175,203,Pad,Precision,2-3,Abd,0.93,172,200,0
Grasp01984,subject 13,tripod,cooking,subject_13_gopro_seg_2.avi,273,376,Pad,Precision,2-3,Abd,3.43,270,373,1
Grasp01985,subject 13,tripod,cooking,subject_13_gopro_seg_2.avi,386,422,Pad,Precision,2-3,Abd,1.2,383,419,0
Grasp01986,subject 13,quadpod,cooking,subject_13_gopro_seg_2.avi,631,684,Pad,Precision,2-4,Abd,1.77,629,682,1
Grasp01987,subject 13,tripod,cooking,subject_13_gopro_seg_2.avi,692,717,Pad,Precision,2-3,Abd,0.83,690,715,0
Grasp01988,subject 13,quadpod,cooking,subject_13_gopro_seg_2.avi,979,1025,Pad,Precision,2-4,Abd,1.53,977,1023,1
Grasp01989,subject 13,quadpod,cooking,subject_13_gopro_seg_2.avi,1033,1058,Pad,Precision,2-4,Abd,0.83,1031,1056,0
Grasp01990,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,1117,1166,Pad,Precision,2-5,Abd,1.63,1116,1165,1
Grasp01991,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,1178,1265,Pad,Precision,2-5,Abd,2.9,1177,1264,0
Grasp01992,subject 13,extension type,cooking,subject_13_gopro_seg_2.avi,1272,1345,Pad,Power,2-4,Abd,2.43,1271,1343,0
Grasp01993,subject 13,push,cooking,subject_13_gopro_seg_2.avi,1498,1515,NoGrip,NoGrip,NoGrip,NoGrip,0.57,1496,1513,0
Grasp01994,subject 13,extension type,cooking,subject_13_gopro_seg_2.avi,1533,1586,Pad,Power,2-4,Abd,1.77,1531,1584,0
Grasp01995,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.avi,1590,1752,Pad,Precision,2-5,Abd,5.4,1588,1750,0
Grasp01996,subject 13,extension type,cooking,subject_13_gopro_seg_2.avi,1761,1858,Pad,Power,2-4,Abd,3.23,1759,1856,0
Grasp01997,subject 13,quadpod,cooking,subject_13_gopro_seg_2.avi,1871,1904,Pad,Precision,2-4,Abd,1.1,1869,1902,0
Grasp01998,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.avi,1922,4674,Palm,Power,2-5,Add,91.73,1920,4674,0
Grasp01999,subject 13,index finger extension,cooking,subject_13_gopro_seg_2.avi,4676,4720,Palm,Power,3-5,Add,1.47,4676,4720,1
Grasp02000,subject 13,prismatic 2 finger,cooking,subject_13_gopro_seg_2.avi,4764,4792,Pad,Precision,2-3,Abd,0.93,4764,4792,0
Grasp02001,subject 13,push,cooking,subject_13_gopro_seg_2.avi,4935,4948,NoGrip,NoGrip,NoGrip,NoGrip,0.43,4935,4948,0
Grasp02002,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.avi,4955,4987,Pad,Precision,2-5,Abd,1.07,4956,4988,0
Grasp02003,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.avi,5001,5012,Pad,Precision,2-5,Abd,0.37,5002,5013,0
Grasp02004,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.avi,5013,8056,Palm,Power,2-5,Add,101.43,5014,7986,1
Grasp02005,subject 13,extension type,cooking,subject_13_gopro_seg_2.avi,8206,8238,Pad,Power,2-4,Abd,1.07,8137,8169,0
Grasp02006,subject 13,extension type,cooking,subject_13_gopro_seg_2.avi,8251,8324,Pad,Power,2-4,Abd,2.43,8182,8255,0
Grasp02007,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.avi,8338,8398,Pad,Precision,2-5,Abd,2,8269,8329,0
Grasp02008,subject 13,extension type,cooking,subject_13_gopro_seg_2.avi,8431,8456,Pad,Power,2-4,Abd,0.83,8362,8387,0
Grasp02009,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.avi,8466,8488,Pad,Precision,2-5,Abd,0.73,8397,8419,0
Grasp02010,subject 13,extension type,cooking,subject_13_gopro_seg_2.avi,8568,8629,Pad,Power,2-4,Abd,2.03,8500,8561,0
Grasp02011,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,8684,8749,Pad,Precision,2-5,Abd,2.17,8616,8681,0
Grasp02012,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,8769,8861,Pad,Precision,2-5,Abd,3.07,8701,8793,0
Grasp02013,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,8880,8964,Pad,Precision,2-5,Abd,2.8,8812,8896,0
Grasp02014,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,8982,9061,Pad,Precision,2-5,Abd,2.63,8914,8982,0
Grasp02015,subject 13,tripod,cooking,subject_13_gopro_seg_2.avi,9077,9164,Pad,Precision,2-3,Abd,2.9,8998,9085,0
Grasp02016,subject 13,index finger extension,cooking,subject_13_gopro_seg_2.avi,9323,9444,Palm,Power,3-5,Add,4.03,9244,9365,0
Grasp02017,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.avi,9445,9721,Palm,Power,2-5,Add,9.2,9366,9642,1
Grasp02018,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,9738,9876,Pad,Precision,2-5,Abd,4.6,9659,9790,0
Grasp02019,subject 13,prismatic 3 finger,cooking,subject_13_gopro_seg_2.avi,9883,9911,Pad,Precision,2-4,Abd,0.93,9797,9825,0
Grasp02020,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.avi,9912,13679,Palm,Power,2-5,Add,125.57,9826,13513,1
Grasp02021,subject 13,tripod,cooking,subject_13_gopro_seg_2.avi,13683,13760,Pad,Precision,2-3,Abd,2.57,13517,13594,0
Grasp02022,subject 13,extension type,cooking,subject_13_gopro_seg_2.avi,15238,15256,Pad,Power,2-4,Abd,0.6,15072,15090,0
Grasp02023,subject 13,tripod,cooking,subject_13_gopro_seg_2.avi,15315,15352,Pad,Precision,2-3,Abd,1.23,15149,15187,0
Grasp02024,subject 13,prismatic 3 finger,cooking,subject_13_gopro_seg_2.avi,15368,15396,Pad,Precision,2-4,Abd,0.93,15203,15231,0
Grasp02025,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.avi,15397,15829,Palm,Power,2-5,Add,14.4,15232,15661,1
Grasp02026,subject 13,tripod,cooking,subject_13_gopro_seg_2.avi,15845,15865,Pad,Precision,2-3,Abd,0.67,15677,15697,0
Grasp02027,subject 13,prismatic 3 finger,cooking,subject_13_gopro_seg_2.avi,15869,15884,Pad,Precision,2-4,Abd,0.5,15701,15716,0
Grasp02028,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.avi,15885,16164,Palm,Power,2-5,Add,9.3,15717,15996,1
Grasp02029,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,16272,16285,Pad,Precision,2-5,Abd,0.43,16104,16117,0
Grasp02030,subject 13,power sphere,cooking,subject_13_gopro_seg_2.avi,16286,16341,Palm,Power,2-5,Abd,1.83,16118,16173,1
Grasp02031,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,16348,16400,Pad,Precision,2-5,Abd,1.73,16180,16231,0
Grasp02032,subject 13,lateral tripod,cooking,subject_13_gopro_seg_2.avi,16448,16478,Side,Intermediate,3,Add,1,16279,16309,0
Grasp02033,subject 13,precision sphere,cooking,subject_13_gopro_seg_2.avi,16489,16542,Pad,Precision,2-5,Abd,1.77,16320,16368,0
Grasp02034,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.avi,16575,17746,Palm,Power,2-5,Add,39.03,16401,17462,0
Grasp02035,subject 13,push,cooking,subject_13_gopro_seg_3.avi,63,104,NoGrip,NoGrip,NoGrip,NoGrip,1.37,63,104,0
Grasp02036,subject 13,push,cooking,subject_13_gopro_seg_3.avi,231,338,NoGrip,NoGrip,NoGrip,NoGrip,3.57,230,337,0
Grasp02037,subject 13,tripod,cooking,subject_13_gopro_seg_3.avi,429,491,Pad,Precision,2-3,Abd,2.07,428,490,0
Grasp02038,subject 13,tripod,cooking,subject_13_gopro_seg_3.avi,504,541,Pad,Precision,2-3,Abd,1.23,503,540,0
Grasp02039,subject 13,tripod,cooking,subject_13_gopro_seg_3.avi,552,598,Pad,Precision,2-3,Abd,1.53,551,597,0
Grasp02040,subject 13,tripod,cooking,subject_13_gopro_seg_3.avi,625,706,Pad,Precision,2-3,Abd,2.7,624,705,0
Grasp02041,subject 13,tripod,cooking,subject_13_gopro_seg_3.avi,713,728,Pad,Precision,2-3,Abd,0.5,712,727,0
Grasp02042,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,734,748,Pad,Precision,2-5,Abd,0.47,733,747,0
Grasp02043,subject 13,adducted thumb,cooking,subject_13_gopro_seg_3.avi,749,1348,Palm,Power,2-5,Add,19.97,748,1347,1
Grasp02044,subject 13,tripod,cooking,subject_13_gopro_seg_3.avi,1362,1426,Pad,Precision,2-3,Abd,2.13,1361,1421,0
Grasp02045,subject 13,quadpod,cooking,subject_13_gopro_seg_3.avi,1453,1526,Pad,Precision,2-4,Abd,2.43,1448,1521,0
Grasp02046,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,1536,1683,Palm,Power,3-5,Add,4.9,1531,1678,0
Grasp02047,subject 13,medium wrap,cooking,subject_13_gopro_seg_3.avi,1776,1847,Palm,Power,2-5,Abd,2.37,1771,1842,0
Grasp02048,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,2101,2177,Pad,Power,2-4,Abd,2.53,2096,2172,0
Grasp02049,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,2187,2294,Pad,Power,2-4,Abd,3.57,2182,2289,0
Grasp02050,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,2296,2371,Pad,Precision,2-5,Abd,2.5,2291,2366,1
Grasp02051,subject 13,adduction grip,cooking,subject_13_gopro_seg_3.avi,2587,2643,Side,Intermediate,3,Abd,1.87,2582,2638,0
Grasp02052,subject 13,stick,cooking,subject_13_gopro_seg_3.avi,2645,2883,Side,Intermediate,2,Add,7.93,2640,2878,0
Grasp02053,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,3090,4088,Pad,Precision,2-5,Abd,33.27,3085,4084,0
Grasp02054,subject 13,adducted thumb,cooking,subject_13_gopro_seg_3.avi,4265,4397,Palm,Power,2-5,Add,4.4,4263,4395,0
Grasp02055,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,4655,4679,Pad,Precision,2-5,Abd,0.8,4653,4677,0
Grasp02056,subject 13,precision disk,cooking,subject_13_gopro_seg_3.avi,4680,4891,Pad,Precision,2-5,Abd,7.03,4678,4889,0
Grasp02057,subject 13,precision disk,cooking,subject_13_gopro_seg_3.avi,4902,4937,Pad,Precision,2-5,Abd,1.17,4900,4935,0
Grasp02058,subject 13,palmar pinch,cooking,subject_13_gopro_seg_3.avi,5135,5165,Pad,Precision,2,Abd,1,5133,5163,0
Grasp02059,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,5166,5260,Pad,Precision,2-5,Abd,3.13,5164,5258,1
Grasp02060,subject 13,push,cooking,subject_13_gopro_seg_3.avi,5667,5744,NoGrip,NoGrip,NoGrip,NoGrip,2.57,5665,5742,0
Grasp02061,subject 13,adducted thumb,cooking,subject_13_gopro_seg_3.avi,6144,6485,Palm,Power,2-5,Add,11.37,6142,6483,0
Grasp02062,subject 13,tripod,cooking,subject_13_gopro_seg_3.avi,6531,6563,Pad,Precision,2-3,Abd,1.07,6529,6561,0
Grasp02063,subject 13,adducted thumb,cooking,subject_13_gopro_seg_3.avi,6865,6965,Palm,Power,2-5,Add,3.33,6865,6965,0
Grasp02064,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,7239,7306,Palm,Power,3-5,Add,2.23,7239,7306,0
Grasp02065,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,7331,7387,Pad,Precision,2-5,Abd,1.87,7331,7387,0
Grasp02066,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,7388,7756,Palm,Power,3-5,Add,12.27,7388,7756,1
Grasp02067,subject 13,lateral tripod,cooking,subject_13_gopro_seg_3.avi,7768,7838,Side,Intermediate,3,Add,2.33,7768,7838,0
Grasp02068,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,7878,7894,Pad,Precision,2-5,Abd,0.53,7878,7894,0
Grasp02069,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,7895,8013,Palm,Power,3-5,Add,3.93,7895,8013,1
Grasp02070,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,8016,8051,Pad,Power,2-4,Abd,1.17,8016,8051,2
Grasp02071,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,8052,8485,Palm,Power,3-5,Add,14.43,8052,8485,3
Grasp02072,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,8539,8568,Pad,Precision,2-5,Abd,0.97,8539,8568,0
Grasp02073,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,8581,8642,Pad,Power,2-4,Abd,2.03,8581,8642,0
Grasp02074,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,8669,8738,Pad,Power,2-4,Abd,2.3,8669,8738,0
Grasp02075,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,8759,8830,Pad,Precision,2-5,Abd,2.37,8759,8830,0
Grasp02076,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,8838,9170,Pad,Precision,2-5,Abd,11.07,8838,9170,0
Grasp02077,subject 13,adducted thumb,cooking,subject_13_gopro_seg_3.avi,9181,9189,Palm,Power,2-5,Add,0.27,9181,9189,0
Grasp02078,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,9190,9903,Palm,Power,3-5,Add,23.77,9190,9903,1
Grasp02079,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,9904,9937,Pad,Precision,2-5,Abd,1.1,9904,9937,2
Grasp02080,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,9988,10178,Pad,Precision,2-5,Abd,6.33,9988,10178,0
Grasp02081,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,10201,10223,Pad,Precision,2-5,Abd,0.73,10201,10223,0
Grasp02082,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,10224,10286,Pad,Power,2-4,Abd,2.07,10224,10286,1
Grasp02083,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,10287,10686,Palm,Power,3-5,Add,13.3,10287,10686,2
Grasp02084,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,10686,10754,Pad,Power,2-4,Abd,2.27,10686,10754,3
Grasp02085,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,10755,11186,Palm,Power,3-5,Add,14.37,10755,11186,4
Grasp02086,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,11238,11386,Pad,Precision,2-5,Abd,4.93,11238,11386,0
Grasp02087,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,11631,12034,Palm,Power,3-5,Add,13.43,11631,12034,0
Grasp02088,subject 13,precision disk,cooking,subject_13_gopro_seg_3.avi,12171,12221,Pad,Precision,2-5,Abd,1.67,12174,12224,0
Grasp02089,subject 13,palmar pinch,cooking,subject_13_gopro_seg_3.avi,12220,12286,Pad,Precision,2,Abd,2.2,12223,12289,0
Grasp02090,subject 13,lateral tripod,cooking,subject_13_gopro_seg_3.avi,13136,13230,Side,Intermediate,3,Add,3.13,13139,13233,0
Grasp02091,subject 13,lateral,cooking,subject_13_gopro_seg_3.avi,13270,13288,Side,Intermediate,2-5,Add,0.6,13273,13291,0
Grasp02092,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,13289,13554,Palm,Power,3-5,Add,8.83,13292,13557,1
Grasp02093,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,13575,13732,Pad,Power,2-4,Abd,5.23,13578,13735,0
Grasp02094,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,13822,13876,Pad,Power,2-4,Abd,1.8,13826,13880,0
Grasp02095,subject 13,prismatic 2 finger,cooking,subject_13_gopro_seg_3.avi,13920,13934,Pad,Precision,2-3,Abd,0.47,13924,13938,0
Grasp02096,subject 13,large diameter,cooking,subject_13_gopro_seg_3.avi,13975,14028,Palm,Power,2-5,Abd,1.77,13979,14032,0
Grasp02097,subject 13,lateral tripod,cooking,subject_13_gopro_seg_3.avi,14061,14123,Side,Intermediate,3,Add,2.07,14065,14127,0
Grasp02098,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.avi,14598,14613,Pad,Precision,2-5,Abd,0.5,14602,14617,0
Grasp02099,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.avi,14614,14908,Palm,Power,3-5,Add,9.8,14618,14912,1
Grasp02100,subject 13,extension type,cooking,subject_13_gopro_seg_3.avi,14909,14981,Pad,Power,2-4,Abd,2.4,14913,14986,2
